start	end	text
1031469	1034755	Amber Rudd, when Theresa May became Prime Minister, she talked about the just about managing.
1034815	1035636	What happened to that?
1035616	1045152	Well, I would add to the long list of criticisms that Caroline has put out before us that there are now 800,000 fewer households that have workless households in them.
1045173	1049199	We have focused on making sure that people can get into their work.
1049220	1050842	But work doesn't pay numbers.
1050862	1053226	Work doesn't pay numbers.
1053246	1054148	Caroline, Caroline, we need to have a system.
1055174	1061721	You cannot ignore the fact that over the past seven years, there have been another 3 million people that have got into jobs.
1062081	1064844	You attack the reductions in corporation tax.
1064864	1066205	You talk about corporations.
1066566	1067627	I talk about jobs.
1067867	1078438	What we need to have is the investment to make sure that people can get those jobs, so they can have the dignity of the jobs, so they can feed their family, and they can work and achieve positive jobs.
1078478	1078918	What kind of jobs?
1078958	1079399	I mean, nice try.
1079459	1080740	I can see why the 70-year-old ones are even made.
1080760	1081541	Hang on, Tim Farron.
1081561	1082642	Two people haven't spoken yet.
1082862	1084624	Leanne Wood and then Paul Nuttall will come to you.
1084604	1093075	I'd like to know what kinds of jobs all these extra people are in because we know that the numbers of people on zero hours contracts has gone through the roof.
1093135	1104570	My party Plaid Cymru has tried in Wales on seven different occasions to abolish zero hours contracts only to be voted down by the Labour government in Wales but it's
1104550	1112139	It is a scandal that those people, especially in the public sector, who are on the highest wages get paid pay increases.
1112560	1117326	Politicians have had pay increases, yet those at the bottom have been squeezed.
1117706	1127138	And it's immigrants then who are scapegoated and blamed for those wages being squeezed, when it's Tory austerity that is the real cause of that problem.
1127398	1127959	Paul Nuffel.
1128766	1131973	Well, wages have stagnated over the past 10 years.
1131993	1133155	There's a number of reasons for that.
1133195	1134879	Firstly, there was the economic crash.
1134919	1137384	But secondly, we've had an oversupply of labor.
1137825	1140851	And that certainly is the case in working class communities.
1140891	1144338	The Bank of England have admitted that that is so.
1144358	1147966	But what we need to do is we need to put more money in people's pockets.
1147986	1149930	And you don't do that through the politics
1149910	1151513	of jealousy or spite.
1151533	1153738	What we need to do is to reduce taxation.
1154079	1164921	So for example we propose that we would scrap VAT on fuel bills and do away with green levies which will put £170 extra back in your pocket per annum.
1164941	1167126	We would also raise the personal allowance
1167106	1169969	to £13,500.
1170510	1176037	Again, because we believe that people know how to spend their money better than any government.
1176077	1180882	And as for corporation tax, no, we want to see corporation tax reduced, not raised.
1180922	1183846	Because if you raise it, companies will leave this country.
1183986	1186329	If they leave this country, what happens then?
1186609	1187490	There's less jobs.
1187730	1188351	There's less taxation.
1188371	1189092	They're leaving because of Brexit.
1189112	1190834	Therefore, you put people out of work.
1190874	1191315	I'm sorry.
1191335	1192636	They're starting to leave because of Brexit.
1192656	1195780	The politics of spite and jealousy does not work.
1195844	1201083	Jeremy Corbyn, I'd like you to respond to the point about corporation tax, because that is a risk you're taking.
1201645	1204977	Paul, that is complete nonsense, if I may say so.
1209091	1216060	Our corporation tax has been consistently lowered by this government with the support of the Liberal Democrats since 2010.
1216862	1221608	What we're proposing is to put it up during the lifetime of Parliament to 26%.
1222269	1226074	That is less than it was in 2010.
1226715	1237950	And if you put that corporation tax up, you're then in a position to deal with the crisis in social care, the crisis in our NHS, properly fund our schools, and not ask headteachers to collect
1237930	1239253	Jeremy Corbyn.
1239534	1240115	Jeremy.
1240135	1245027	And I would just say this since Amber Rudd seems so confident that this is a country at ease with itself.
1245388	1247132	Have you been to a food bank?
1247152	1249999	Have you seen people sleeping around our station?
1250019	1250961	Have you seen...
1253945	1258453	Jeremy, I need to answer that.
1258473	1259555	I'd like to answer your attack.
1259655	1261518	I'd like to answer your attack.
1261558	1264303	Of course, I have been to food banks.
1264343	1272978	And the way to have people out of food banks, the way to have people not using food banks is to make sure that they can have a good job to go to.
1273018	1279429	I'm sorry, if you want to take us back to the 1970s, then, you know, it'll be bad for the economy.
1279409	1282536	Corporation tax in Ireland is £12.5 billion.
1282556	1288809	Jeremy Corbyn, I'd like you to answer a specific point about the many, you made many spending commitments in your manifesto.
1289390	1290653	They are going to cost a lot of money.
1290673	1292256	You would also add to borrowing.
1292516	1297587	How does that create the economy that enables more to be spent on working people who need it?
1297567	1308672	Well what we've had is a government for the past seven years that has borrowed more, run up a greater deficit and cut public services at the same time and at the lowest growth rate of any industrial country.
1308853	1311519	The system they have is not working.
1311719	1313483	What we're proposing is
1313463	1328097	to raise corporation tax, yes, in order to make the funding commitments that I've already outlined, but it's also to establish a serious national investment bank to invest in infrastructure all around this country so we do get a sustainable growing economy.
1328298	1331721	We cannot go on giving money away to the very rich.
1331741	1336586	This government's proposing another 60 billion in tax giveaways in the next five years.
1336846	1340770	Instead, I say turn it round and invest in the future of all of our people.
1340750	1344417	I'd like to first get Paul Nuttall on this and then I'll come to you, Tim Farron.
1344437	1348766	Businesses will leave this country and if businesses leave the country...
1348786	1351011	They're leaving already because of Brexit, Paul.
1351031	1353696	They're leaving already because of Brexit.
1354773	1360300	If businesses leave, there's less tax, there's less jobs and more people will be unemployed.
1360320	1361562	That's what you'll get if you vote Labour.
1361702	1369753	We need to tackle Nicola's concerns by being compassionate to the individual and standing up for them, but we also have to get the big choices right.
1369773	1370794	The elephant in the room.
1371035	1380207	The fact is, we need to remain in the single market or else we will not be able to afford the National Health Service, social care or any of the support we're talking about.
1380187	1392778	And if Jeremy cared about having enough money to spend on those who need it the most, to raise living standards, he would not have trooped through the lobbies with the Conservatives and UKIP to trigger Article 50 and to make Britain poorer.
1392927	1399635	I'm sure there will be an opportunity to debate that, but I just have to take on some of Jeremy Corbyn's fantasy economics.
1400016	1403480	I mean, he has this monetary wish list in his manifesto.
1403720	1406103	It's very easy to think about how you spend money.
1406363	1408746	It's much harder to think about how you raise money.
1409026	1410448	And his proposals don't add up.
1410468	1420941	It's as though he thinks it's some sort of game, a game of Monopoly, perhaps, where you ask the banker for the red money to buy the electrics, the green money to buy the railways, and the yellow money to buy the gasworks.
1420961	1422883	Well, it's not like that, Jeremy.
1422863	1426407	This is people's hard-earned money, and we will protect that.
1426668	1428570	We won't roll the dice.
1428610	1433056	Thank you for all your responses to this particular question.
1433096	1439083	It is time for us to move on to our second question of the evening, and this one is from Ghulam Nabi Adam.
1439564	1439824	Hello.
1440565	1447774	Once we have left the EU, how would your party ensure we have the workers and the skills we need to make the UK a success?
1448429	1448789	Thank you.
1448830	1454197	How would we have the workers and skills we need to make the UK a success after Brexit?
1454677	1455218	Paul Nuttall.
1455779	1459323	Very easily, because we then can control our own borders.
1459343	1467414	And when people went out last year and voted on June the 23rd, they didn't just vote to control borders, they voted to reduce immigration as well.
1467514	1472381	Because, you know, last week it was announced that a city the size of Hull came to this country.
1472401	1473983	That wasn't on the ballot paper, though.
1474023	1474283	Hang on.
1474343	1475004	Hang on.
1475024	1475685	Hold on.
1475665	1478590	A city the size of Hull came to this country, net.
1478951	1481875	That's going to be a Birmingham over a five-year period.
1482176	1483017	It's unsustainable.
1483037	1489548	What we need to do is we need to reduce immigration and we do it by having an Australian points-based system.
1489568	1495378	So if you've got the skills that this country needs, yes, please come here and work.
1496810	1501055	But beyond that, we have to get the population under control.
1501095	1506761	Because if we carry on on the roads we're on, we'll have a population of 80 million by the middle of this century.
1506981	1509204	Now you just think what will happen.
1509224	1511506	There'll have to be a huge school building programme.
1511526	1516172	There'll have to be new hospitals, new motorways, a new rail network, new houses.
1516192	1521838	We're already having to build a house every seven minutes simply to keep up with the numbers of people coming to this country.
1521818	1523941	Reduce immigration, have a points-based system.
1524041	1526585	It will be good for the economy, and it will be good for social cohesion.
1526605	1527326	Can I just say something?
1527346	1529529	I've made a lie about holding a lie here.
1529690	1539644	Last week, a middle-aged Asian man on his way home from work was abused and called racist names and called a terrorist.
1539664	1543930	He had just finished 50 hours saving lives after the Manchester bomb.
1543950	1544671	He was a doctor.
1545132	1548257	And that is what happens when you demonize immigrants.
1548277	1550560	That is what happens when the language...
1550742	1559553	So, does immigration cause pressures that need to be met?
1559613	1566742	Do we need to invest more in infrastructure to make sure we invest the taxes that immigrants pay to make sure that we provide for everybody?
1567083	1567864	Of course, yes.
1568204	1579078	Do we need, as I'm afraid the Prime Minister has done for the last seven years, first as Home Secretary and then Prime Minister, set completely varmi, bogus targets that she fails to meet every single year,
1579058	1579719	No we don't.
1579939	1593618	What we need is an immigration policy that is good for Britain, good for our businesses, good for our farmers, good for tourism, good for our health service, a wise immigration policy, good for Britain, not a concerted immigration policy written to appease UKIP.
1594779	1600527	Immigration is an important part of building our country, strengthening our economy
1600507	1603333	and supplying the additional support that we need to our schools.
1603835	1606982	But we have to make sure we have an immigration policy that we can control.
1607503	1612374	We have said, the Conservative Party and the government, that we will continue to reduce those numbers.
1613015	1619089	And as we leave the European Union, we'll have more chance to do that and to be able to decide who comes to this country.
1619069	1632213	But be in no doubt, we will always have an immigration policy that, although it continues to reduce, will attract the brightest and the best, and will make sure that people can come here to support our economy and develop businesses here.
1632794	1638485	Jeremy Corbyn, you were talking about immigration today, and you said you would make no false promises about cutting it.
1638745	1642292	Does that mean you will make no promises at all on cutting immigration?
1642272	1649486	What will happen on leaving the European Union is that we cease to be members of the single market and therefore free movement ends.
1649926	1658222	What we're saying is that every EU national that is resident in this country must be given permanent rights of residence here and not blocked for it by this government.
1659367	1670601	And secondly, that we would ask, as we've already done in opposition, that all European governments do the same for British nationals that are living there.
1671522	1683096	And that we recognise the massive contribution made by people to this country have come from all over the world, as well as from Europe, to our health service, our education, our industries,
1683076	1686844	our universities and our science.
1688007	1690753	Would you make any promise on cutting immigration?
1691134	1698910	We will have a fair and managed migration system that is based on the needs of this country and the rights of family reunion.
1699291	1699953	What is fair?
1700354	1701456	Fair is where you
1701689	1709327	bring people in when they've got jobs to come to or it's necessary for them to be working here or we need them to assist in the economy.
1709367	1719470	That is fair but it's also important that we maintain the links of universities with universities across Europe.
1719490	1720272	This government
1720252	1720913	Is it going to go on?
1720933	1727264	And Theresa May sent vans around Brent telling people to go home as referral to allow refugees and children in.
1727505	1729608	There are people in this city leaving.
1729889	1739946	Leanne Wood, you have campaigned for more immigration to Wales, to get Wales the workers it needs.
1740868	1742310	In your manifesto,
1742898	1752001	Did you not say that you wanted a visa system for Wales so that you can attract the workers you need, which means that you don't feel Wales has the workers it needs at the moment?
1752402	1756492	We want to maintain our economy, we want to make sure that...
1756512	1758056	So you need more workers from outside Wales?
1758137	1760282	Well, we're quite happy with the ones we've got.
1760262	1764251	So why do you need a visa system to attract more workers to Wales then?
1764271	1769924	Because Theresa May is going to end freedom of movement and that brings specific risks to the Welsh economy and the Welsh NHS.
1769944	1772951	So you may need more workers to come to Wales in the future from outside?
1773011	1774374	We want to keep the ones we've got.
1774615	1776399	But can I just make this point to you, Kate?
1776499	1779165	How does that square with most people in Wales voting for Brexit?
1779145	1779546	Sorry?
1779686	1783150	How does that square with most people in Wales voting for Brexit?
1783170	1792703	Well, UKIP has just claimed that people voted to leave the European Union, and in so doing, they also voted to curb immigration.
1793023	1795126	I don't think we can read that into the result.
1795407	1802916	Some people may well have voted to curb immigration, but there was only one question on the ballot paper, and immigration wasn't on it.
1803237	1805940	And I'm afraid that UKIP keep using this issue.
1806321	1807903	They want to whip up
1807883	1810726	people's hatred, division, and fear.
1810866	1815811	And that's why they talk about immigration all the time.
1815831	1816471	I've got to come back to this.
1816492	1816612	Right.
1816632	1817573	Stop lying about immigration.
1817593	1817813	Stop lying.
1817833	1819294	Listen, listen, listen, listen.
1819434	1821637	This isn't about immigrants.
1821657	1823218	It's about government policy.
1823518	1826241	And the governments have got it wrong time and time again.
1826401	1833268	Amber, for example, her party, have said in three manifestos now that they're going to get immigration down to the tens of thousands.
1833528	1835190	You know, it's Jack and Ori.
1835170	1836051	It's not going to happen.
1836071	1838953	Jeremy won't give you a figure because under Labour, immigration will go up.
1839174	1847061	There's only one party on this platform tonight who will see real cuts to immigration, which, by the way, is what the majority of British people want.
1847101	1848642	We've seen that.
1848682	1850684	Poll after poll shows it time and time again.
1850844	1863456	From the Nuffield study, you're looking at a billion pounds additional cost to our national health service because the government's bungling of the deal with Europe, which means that you'll have thousands and thousands of pensioners from Europe, British pensioners, returning to the United
1863436	1864277	Angus Robertson.
1864297	1868303	Can I just say I think this debate shames and demeans us all.
1868764	1886490	I don't think there's anyone in this room or anybody watching this debate from Cornwall to Caithness who does not understand the positive contribution that people have made to this land who've come from the rest of Europe and the rest of the world and demonising those people is totally unacceptable.
1889677	1896464	Scotland's experience, Scotland's problem has never been immigration, it's been emigration.
1897625	1902670	Now, it may well be the case that there are different realities in different parts of the UK, I accept that.
1903271	1907675	But in Scotland, we value the contribution of people who've come to our land.
1908176	1911559	We value refugees who sought refuge in our country.
1912140	1919447	And there is much, much more that we should do to make sure that people are able to stay in Scotland, but we should also be able to protect people who've come there.
1919427	1929661	So the first thing that I would do is make sure that every EU citizen who is here is guaranteed the right to stay.
1929701	1937771	It is totally unacceptable that this Tory government hasn't been prepared to give them the guarantee, the promise that they can stay.
1937832	1944220	I think that's totally unacceptable.
1944200	1959173	If it is perfectly possible to have different immigration policies in countries such as Canada and Australia, who have different policies between different provinces in their country, it's perfectly possible to have different immigration rules for different parts of the UK, and that's what the SNP supports.
1959193	1962580	Right, and I asked you about the question about what upper limit you'd put on it, which you haven't answered.
1962560	1965122	Well, at the present time, our problem is we're losing people.
1965182	1967665	I don't know how many people saw the reports last week.
1967685	1974151	The issue for us is people are now leaving, and that will have a detrimental impact on our NHS and our public services.
1974171	1984320	On the subject of the right of EU nationals who've made their lives here in good faith to stay here, I just think it is unbelievably cruel to be using those lives as bargaining chips in these negotiations.
1984520	1987943	The government right now could be saying, those people should be able to stay right now.
1988444	1991807	But I want to be able to make the case proudly for
1991787	1992828	Free movement.
1993288	2000975	I think free movement has been the most wonderful gift, the ability to travel and work and live and love in 27 other member states, and for them to come here.
2001455	2009442	And I have to say, I am sorry that the Labour Party now doesn't support that, because I think our country is enriched by people coming from other countries.
2009483	2017510	I think that the Britain that I love is a confident, outward-facing country, recognising that migration makes a massive, positive contribution.
2017530	2021473	And I think right now we have people like Paul and his hate-filled rhetoric.
2021453	2030672	will make people feel, that makes people feel as if the reason that they can't get a leg on the housing ladder or the reason they can't see a GP is because of migration.
2030692	2037606	It is not because of migration, it is because successive governments haven't invested enough in our public services.
2038413	2049443	If you are trying to see someone in the NHS, you are more likely to find a migrant actually treating you as a doctor than a head of you in the queue.
2049584	2052692	Jeremy Corbyn, could you respond to the point on giving up on freedom of movement?
2053162	2065356	The problems that we have of exploitation of workers in this country and groups of workers that have been brought in wholesale from lower paid economies in Central Europe is a serious one.
2065376	2067639	Those people are themselves grossly exploited.
2067959	2072565	They're brought here to undermine existing pay and working conditions and create...
2072585	2074147	Hang on, can I finish?
2074687	2079473	That will make the situation worse in any community where that takes place.
2079453	2086441	I was demanding that we have a proper regulation whilst we were still members of the European Union before the referendum.
2086721	2088363	That whole strategy has to stop.
2088604	2094891	There has to be a managed migration that isn't designed to undermine working conditions in this country.
2094991	2099676	And a lot of people make a great deal of money out of the poverty of those people.
2100297	2106304	I am astonished that the Labour Party is now aping UKIP in using the same arguments about immigration.
2106284	2111375	The single European market really matters to all of us right across the UK.
2111415	2114120	And a free movement of people really matters too.
2114421	2123179	Why don't you stand up to the Tories and say we want to remain within the single European market because it matters to jobs of people from Britain and the rest of Europe.
2123159	2126683	who live in the UK and who speak louder than words.
2127044	2137235	And what we have is lots of rhetoric around here about helping, for example, those EU nationals who live here, who raise their children here, who work in universities like this, who serve in our hospitals.
2137536	2141641	But when it came to the vote in the House of Commons, the Labour Party did not show up.
