,id,label,gold_similarity
204,990,105,0.16863978315305408
205,993,105,0.2717124854052112
206,1011,2012,0.19301477375236048
207,1013,105,0.13785684388359076
208,1016,105,0.23624902497954797
209,1016,1803,0.2518683448102728
210,1021,105,0.14900128299257234
211,1021,2012,0.13660924166896385
212,1024,105,0.21935713968263176
213,1036,1926,0.06806654797444775
214,1043,105,0.15272456379463167
215,1043,301,0.2096757830724735
216,1043,1303,0.16480719793486714
217,1057,2012,0.21127862209632162
218,1062,105,0.20614365091591405
219,1065,105,0.27594208850217805
220,1067,105,0.18440938963202563
221,1068,1209,0.043343834693081895
222,1068,2012,0.1117376007800565
223,1070,1608,0.21977669240475514
224,1070,105,0.249188774458165
225,1070,1209,0.14105009578539446
226,1073,105,0.23681267655311966
227,1075,602,0.26087984064108255
228,1077,1300,0.21821213104429624
229,1083,105,0.1682922567801714
230,1083,602,0.24048987999225183
231,1084,1608,0.33038142361055006
232,1084,105,0.26722034963727104
233,1086,105,0.25106276952568124
234,1086,1610,0.14808536866903774
235,1087,1610,0.23252486926196633
236,1090,202,0.25471245554528116
237,1096,2012,0.1806296733021154
238,1098,105,0.3248951311059825
239,1098,301,0.38233292347473574
240,1103,1608,0.3036749111646143
241,1103,1610,0.39876072580639116
242,1104,1303,0.14475669897018903
243,1108,105,0.1761207688178157
244,1109,105,0.3030003410761887
245,1110,105,0.2650154959796176
246,1112,105,0.18527523910579333
247,1115,705,0.0993341263640611
248,1117,301,0.18285495216568304
249,1122,1300,0.043405020005136956
250,1123,105,0.18937599690264012
251,1134,2012,0.16007745790169822
252,1135,705,0.22679491489237383
253,1141,2012,0.1930372796265147
254,1144,105,0.16547868857498566
255,1150,105,0.3290253119152318
256,1150,301,0.24938666627025285
257,1155,301,0.19788507481286838
258,1156,1303,0.24867784790635994
259,1157,705,0.24308880875690622
260,1159,105,0.32312471218731575
261,1164,105,0.27960458950163264
262,1166,105,0.19922409807776753
263,1166,301,0.2276828972915976
264,1175,301,0.3747060640765514
265,1176,1410,0.5548425523727116
266,1178,705,0.18869065574559388
267,1178,1926,0.055877263840347996
268,1180,2012,0.3029840981563637
269,1182,602,0.2179190996740135
270,1188,105,0.21800785799872308
271,1189,105,0.10085576649993262
272,1198,105,0.2319032930944915
273,1199,202,0.18314731471528123
274,1201,105,0.2358310674029257
275,1204,2012,0.2527895835240129
276,1207,602,0.11324342856834912
277,1208,105,0.11971881625392988
278,1213,105,0.13239706266303425
279,1216,105,0.16475483051190434
280,1228,301,0.33613321173279925
281,1231,105,0.19831461475232684
282,1233,105,0.1592956039860598
283,1234,1608,0.3626156442788921
284,1234,1610,0.13326247878262296
285,1235,1608,0.1487546526583681
286,1235,1610,0.21068900295556867
287,1238,105,0.11265905600124963
288,1246,2012,0.12845875206729962
289,1249,105,0.19119401534739366
290,1252,105,0.21837148347387822
291,1254,105,0.21452899744481382
292,1254,2012,0.17942468872292677
293,1255,705,0.17120116446971864
294,1264,705,0.1590678614949241
295,1270,705,0.2181660117906039
296,1273,2012,0.1360690488357404
297,1276,105,0.1387379832794758
298,1281,2012,0.05696034803611834
299,1282,105,0.028277916780646416
300,1284,705,0.21052686796213407
301,1284,1926,0.19275601440319587
302,1285,105,0.26402763536654394
303,1285,301,0.2963719983643619
304,1288,105,0.06238516491431822
305,1300,100,0.22054280824151012
306,1311,105,0.2752288414565267
307,1314,705,0.34722753639168524
308,1315,1608,0.16046210701748342
309,1315,1610,0.08357701880256413
310,1323,2012,0.0924069886115286
311,1326,105,0.16880365848890178
312,1331,2012,0.01794457026877325
313,1333,105,0.10040190828023224
314,1333,301,0.06601819201572433
315,1339,105,0.10586545576766797
316,1346,105,0.15168255860353122
317,1346,705,0.2339863308047234
318,1353,105,0.15703307941885097
319,1353,2012,0.24918095039062543
320,1353,301,0.19417027678700072
321,1353,1303,0.16054445488889546
322,1354,1303,0.2121332797993208
323,1356,202,0.24927956627353892
324,1356,1303,0.24705096259769294
325,1360,1209,0.012862221099259285
326,1362,1608,0.33987161227106505
327,1363,105,0.09633376400575581
328,1372,105,0.12338969311951388
329,1372,301,0.10440879585174148
330,1375,300,0.3107851855498973
331,1377,1610,0.08854260666090114
332,1381,2012,0.13859260323864564
333,1383,2012,0.21214236899114247
334,1388,105,0.15094125557359683
335,1391,105,0.13738186437590708
336,1392,2012,0.09118591223713889
337,1394,105,0.25899531056123426
338,1400,2012,0.1060692194695026
339,1402,301,0.24033617431024829
340,1408,200,0.14762217378855025
341,1408,2000,0.24597080341160682
342,1411,105,0.38909417899950405
343,1412,1610,0.2841402579814969
344,1415,100,0.17374202539301753
345,1415,300,0.16956014816761517
346,1421,105,0.1804176793690573
347,1423,1303,0.26556412576458077
348,1427,105,0.20556402414395067
349,1428,105,0.33423461417075495
350,1436,1803,0.1570325931854949
351,1437,105,0.23681162195583022
352,1437,2012,0.22096412029852097
353,1439,105,0.13531964394849932
354,1445,105,0.1130427756061306
355,1446,705,0.2869009760856805
356,1446,105,0.1657856089269284
357,1447,105,0.2148353093753129
358,1447,202,0.07597442338194099
359,1450,105,0.10050127726457636
360,1453,105,0.1341525738075477
361,1453,705,0.18893813956458522
362,1455,202,0.3126324440200683
363,1457,105,0.16891631019590733
364,1457,602,0.38811586474740545
365,1461,105,0.28021980161272303
366,1463,105,0.22780312159295932
367,1465,105,0.2627242098141276
368,1470,105,0.20276813259986065
369,1477,105,0.16895345790069324
370,1478,705,0.20801089548769658
371,1481,705,0.30631899164511794
372,1481,1926,0.0555074272248195
373,1484,105,0.10752759457529794
374,1491,105,0.2349953074004143
375,1499,105,0.10715339520909425
376,1499,705,0.2047174857701233
377,1502,105,0.19109718904553738
378,1506,1300,0.33812815330155477
379,1509,202,0.18774034284989685
380,1511,1610,0.1380600205782079
381,1514,105,0.07337993022023942
382,1526,800,0.21350258846644732
383,1528,105,0.14292073699548136
384,1530,105,0.2220582817586455
385,1532,2012,0.3520686222373882
386,1535,100,0.030532993931523107
387,1538,2012,0.15012562810482682
388,1548,602,0.36964930939094
389,1552,2000,0.1265738968611454
390,1556,105,0.0
391,1562,105,0.12774080075560376
392,1563,301,0.2930658402922956
393,1565,2012,0.1623971492129188
394,1568,1803,0.2537974377148725
395,1573,105,0.17854974572551915
396,1575,1803,0.0
397,1577,2000,0.1683390498079269
398,1578,705,0.26270733699548654
399,1580,105,0.2369405281013485
400,1583,2012,0.14716788782236936
401,1596,2012,0.16633477058058327
402,1600,105,0.15755049844773167
403,1600,705,0.2788219509574329
404,1603,105,0.15600114461466663
405,1603,1803,0.13177085623353862
406,1604,105,0.3058489781513841
407,1611,105,0.16965161331833886
408,1612,2012,0.05301867195150888
409,1615,2012,0.08254385513733103
410,1617,301,0.2041479202723118
411,1618,301,0.2084313610774342
412,1624,1610,0.31513853570054123
413,1625,2012,0.28713678085550876
414,1627,105,0.15151269584937402
415,1628,105,0.2905094341807561
416,1629,705,0.30482967261217303
417,1635,2012,0.20678037629630078
418,1643,2012,0.22418050079150217
419,1651,1608,0.22287510551982673
420,1651,1926,0.11134377439203672
421,1661,1803,0.2207519856164363
422,1663,105,0.14703737246958337
423,1663,1303,0.29532139760719034
424,1664,301,0.20546274681211033
425,1666,2012,0.22789025238911556
426,1667,105,0.055125250814769426
427,1673,100,0.03154095563613572
428,1677,105,0.28518593810084697
429,1681,2012,0.14097069690086145
430,1683,100,0.048335515549225355
431,1684,105,0.16133808739147412
432,1686,301,0.3443225361618576
433,1696,2012,0.11510711907111916
434,1701,2012,0.07853727458470997
435,1705,1300,0.13663638514892637
436,1707,105,0.1412250797931357
437,1707,1610,0.3364027242353703
438,1709,105,0.16863914693011828
439,1722,105,0.1630593293141986
440,1722,1803,0.14904781104117434
441,1725,105,0.23251453548247875
442,1726,2012,0.17927663024150345
443,1730,2012,0.10684893348814724
444,1731,2012,0.03958857570455659
445,1735,2012,0.1939215223365516
446,1736,705,0.24462443485961113
447,1737,100,0.08960151246340414
448,1743,105,0.06583854468918009
449,1762,2012,0.12471903152527464
450,1766,105,0.09572474445268073
451,1770,2012,0.15440594348927444
452,1772,705,0.17214846061997696
453,1772,1926,0.11832386338903284
454,1774,1610,0.2748418736193819
455,1783,105,0.10746315453512048
456,1784,100,0.02213364138026446
457,1787,202,0.12819460810388952
458,1793,105,0.32064058144813956
459,1801,1610,0.15736549650868706
460,1801,1926,0.1749797380989704
461,1805,105,0.16925719781756055
462,1805,1209,0.12850985362414716
463,1808,2012,0.3031669220366985
464,1812,2012,0.07739039732134348
465,1815,2012,0.16278243564441638
466,1816,105,0.1419870457697237
467,1817,105,0.16189082926456488
468,1823,105,0.25250554240954964
469,1823,705,0.24010338220835162
470,1828,705,0.3415341576059368
471,1829,1303,0.29546307878152483
472,1831,105,0.13700268587608702
473,1833,2000,0.01320978247581413
474,1835,1209,0.48923823644763925
475,1837,2012,0.35568508024597423
476,1839,100,0.07000925145315302
477,1840,105,0.3258218315827642
478,1842,2012,0.10327963987692786
479,1848,105,0.02078263986830046
480,1850,105,0.036811548544127846
481,1852,105,0.1808074622253443
482,1855,105,0.22037051164420343
483,1857,1926,0.10048512154051627
484,1865,105,0.21861110733414424
485,1876,105,0.11898444167964128
486,1878,105,0.06134783718540952
487,1878,602,0.16762050097416367
488,1884,301,0.19144341246075436
489,1885,105,0.27003164826439324
490,1885,602,0.3698069078698981
491,1894,105,0.10822532732571878
492,1900,105,0.26326697191433535
493,1914,705,0.4030026254784334
494,1919,105,0.1670371178447981
495,1920,602,0.18532215593649146
496,1922,105,0.215380880746765
497,1922,301,0.19399820485125105
498,1925,2012,0.13468175596974497
499,1927,105,0.20794233652527835
500,1929,1209,0.1004294064055436
501,1935,2012,0.24726113493570656
502,1943,1926,0.08494945638125496
503,1950,105,0.07823257929035518
504,1950,1209,0.2758361764368466
505,1955,301,0.2737026013971132
506,1955,1303,0.21464231823433075
507,1956,1209,0.6375367894403502
508,1957,100,0.17556591298447036
509,1959,1926,0.23732905379323255
510,1961,105,0.17884735658921944
511,1961,1803,0.1378610354995896
512,1964,105,0.12679895773449773
513,1968,301,0.1785580970736305
514,1976,301,0.3486352092662591
515,1977,105,0.1505160062112946
516,1978,300,0.2715995016008537
517,1979,105,0.2546532255210794
518,1980,105,0.1507166530828032
519,1980,301,0.3073284758510031
520,1983,1209,0.3349907462449907
521,1985,105,0.1989614430548109
522,1989,105,0.38147641844500285
523,1991,105,0.1354026803906101
524,1999,2012,0.18120121485158502
525,2003,2012,0.16836051216384101
526,2007,705,0.27136720130465153
527,2008,2012,0.23589282671527287
528,2013,105,0.3354220069059159
529,2013,301,0.4107790767623723
530,2022,105,0.3110986582495054
531,2022,301,0.39134587498598333
532,2026,301,0.23438745651572915
533,2030,602,0.3469258064641946
534,2031,2012,0.19588273137945847
535,2036,1608,0.32052300157063696
536,2036,1610,0.2481256478495513
537,2041,105,0.12573012577100226
538,2041,705,0.27924567898939573
539,2043,105,0.22084720687922102
540,2047,301,0.2078819300486822
541,2051,105,0.28017290155222874
542,2057,705,0.1752239102116719
543,2058,2012,0.22423766764686812
544,2060,1410,0.242120271597445
545,2061,105,0.06636006781388415
546,2064,202,0.3747534998886297
547,2066,105,0.10328328576261721
548,2069,105,0.23309832243806783
549,2070,105,0.1632912046956081
550,2070,301,0.11410135697838172
551,2072,105,0.1096421151867363
552,2073,2012,0.08153330304587611
553,2082,105,0.05707763731262688
554,2087,105,0.3596842224933341
555,2087,301,0.3701347352671664
556,2092,2012,0.11073452347762157
557,2093,2012,0.22803667990101284
558,2095,105,0.2971947766395182
559,2096,105,0.1821198184229331
560,2097,105,0.18989978884593875
561,2097,1209,0.6414656480643464
562,2100,2012,0.016509406424444945
563,2101,100,0.16004666862919625
564,2102,105,0.09835779685864321
565,2102,1303,0.09573282022971606
566,2104,105,0.23537773398560122
567,2113,105,0.2053610010954099
568,2114,105,0.02741801873826238
569,2120,105,0.24648392551217974
570,2124,705,0.22056017904499844
571,2124,1926,0.17166563791199346
572,2126,105,0.11473318096184643
573,2126,1803,0.09320141124364527
574,2129,2012,0.34960864144175263
575,2133,105,0.17573743730246177
576,2141,2012,0.21664504597458567
577,2146,1209,0.04392434613500473
578,2146,2012,0.12162621026966067
579,2148,105,0.28927848337392553
580,2154,2012,0.046349421460930296
581,2159,2012,0.11538355437079141
582,2170,705,0.04831932730823213
583,2170,301,0.11089253749267651
584,2170,105,0.12390744777072311
585,2172,105,0.08373622063343748
586,2175,2012,0.0
587,2176,105,0.14357470820810278
588,2183,105,0.24122803630953543
589,2185,2012,0.13554011078376757
590,2194,1803,0.18400986421442314
591,2200,105,0.1392204000936919
592,2200,705,0.26564764856654255
593,2201,301,0.2426242685398648
594,2202,1610,0.0626180494154376
595,2202,1926,0.12666866226215254
596,2210,602,0.3529862112521433
597,2212,105,0.24619388072836684
598,2216,1803,0.36709161911019633
599,2222,105,0.2497399458515494
600,2227,105,0.20612679621054678
601,2235,301,0.32269316467303344
602,2245,105,0.14902028499658926
603,2245,602,0.2259837513583598
604,2248,1209,0.03471321080629573
605,2249,105,0.19030704397871184
606,2255,1303,0.2036530740991359
607,2257,100,0.1302935606731615
608,2259,105,0.21150465776348756
609,2259,301,0.18885345051641828
610,2263,105,0.24809997840071263
611,2264,705,0.17921624526005292
612,2265,105,0.3221116639816856
613,2265,1209,0.13265187884530866
614,2266,301,0.06259097994852383
615,2271,105,0.2530534028307021
616,2276,2012,0.17932291839049178
617,2277,2012,0.14562895529853548
618,2279,2012,0.12203224574008113
619,2284,105,0.21453501854706347
620,2285,1803,0.0
621,2288,2012,0.1392446824751516
622,2295,105,0.12870174295719192
623,2295,1803,0.2610063528835933
624,2298,2012,0.1663604489064744
625,2299,1608,0.2744746679434886
626,2301,105,0.05506156758126739
627,2304,1926,0.207551947147837
628,2305,105,0.24006074177048764
629,2305,301,0.3013016326991026
630,2307,105,0.22840817622199666
631,2309,100,0.13371298988206698
632,2318,105,0.20489975096525676
633,2319,105,0.2259747408988723
634,2322,1926,0.07342205488613497
635,2323,2012,0.04366922440814355
636,2325,2012,0.10010195078141543
637,2326,105,0.14447945297539652
638,2333,2012,0.12937021837522422
639,2340,2012,0.10608079491584865
640,2344,705,0.14515796304215842
641,2348,105,0.206458389580842
642,2354,105,0.18822901781882798
643,2354,602,0.11918463153760855
644,2356,105,0.09781000170374134
645,2356,705,0.1411993785691498
646,2359,1209,0.24379757138412933
647,2366,105,0.2743772072110473
648,2373,2012,0.07628616656337106
649,2382,1803,0.2374278846607846
650,2383,1410,0.5778424847133293
651,2385,2012,0.0444577990520183
652,2386,105,0.21806456520258577
653,2390,105,0.20959163412956508
654,2393,105,0.2943888139507813
655,2395,2012,0.21471405901539128
656,2396,2012,0.1336039163540036
657,2397,105,0.02372314570647889
658,2402,105,0.17469582656344532
659,2404,105,0.3063043749425512
660,2405,105,0.2944957902663573
661,2405,301,0.392856819431168
662,2409,105,0.12357923400646925
663,2415,105,0.09000266158519189
664,2415,705,0.11353150438078735
665,2421,1926,0.13539801221550346
666,2423,105,0.16489132784707916
667,2430,105,0.19668689287104305
668,2430,705,0.1228721494990408
669,2431,105,0.22476023584430502
670,2432,105,0.10313030191772558
671,2442,301,0.14102471853289184
672,2445,2012,0.2018284546132191
673,2447,105,0.06633915793662429
674,2450,705,0.0
675,2455,1610,0.29156007153110036
676,2455,1926,0.10176518270227343
677,2456,105,0.2317857893287779
678,2459,105,0.1787776446973335
679,2459,2012,0.07144116704127895
680,2460,105,0.13057834138340188
681,2466,602,0.35353017745102244
682,2471,2012,0.2593094864907206
683,2473,105,0.22092352094394369
684,2473,1926,0.16609246430165622
685,2475,105,0.1117470474039182
686,2476,105,0.1364651619525268
687,2476,1209,0.215341585879067
688,2487,105,0.1358826646015936
689,2488,105,0.09478179938487011
690,2492,105,0.11277718954275381
691,2497,1300,0.10187569710207778
692,2498,2012,0.15421028972398385
693,2503,602,0.2775916935796707
694,2505,105,0.2968675177168336
695,2513,1209,0.11544927114910464
696,2513,1627,0.17865439894681065
697,2514,105,0.1478530882507717
698,2515,705,0.22420977775714032
699,2515,105,0.20057018986318112
700,2518,705,0.25428550982577136
701,2521,1608,0.4048088641798203
702,2521,1610,0.356188427873684
703,2522,301,0.035193619123716435
704,2525,705,0.2722115515269231
705,2526,105,0.215265302758183
706,2526,2012,0.16930290055567526
707,2531,105,0.2846402553193617
708,2535,105,0.28458273104248744
709,2542,105,0.2609111802933293
710,2547,1303,0.2148870015421954
711,2550,105,0.06217178960506988
712,2556,100,0.13797398712869124
713,2560,2012,0.28027280840283825
714,2570,105,0.20969374667161927
715,2571,602,0.2583873186959314
716,2572,301,0.3207525148109332
717,2573,301,0.19882415618686736
718,2575,2012,0.24085305243489682
719,2581,105,0.3044993993120561
720,2587,705,0.14107017002174868
721,2590,2012,0.10800413793277377
722,2592,2012,0.22789701960458306
723,2605,1803,0.21051571653049173
724,2607,105,0.16740742997766733
725,2611,2012,0.22824918177272663
726,2615,105,0.3001506661001089
727,2615,301,0.38245063377355426
728,2616,105,0.2873735775262926
729,2617,2012,0.33564933691797694
730,2622,2012,0.16290374252383605
731,2630,1303,0.044094250349490646
732,2632,105,0.07462515069961015
733,2633,105,0.2630770440380731
734,2633,301,0.352063509832719
735,2635,2012,0.10505456512007531
736,2636,105,0.253256215569336
737,2644,2012,0.3018518192618444
738,2649,2012,0.18970249602549197
739,2654,105,0.2774453177866561
740,2663,301,0.29378262037758696
741,2663,1303,0.2838533449863381
742,2665,105,0.11575633825238113
743,2665,301,0.18553117509999434
744,2672,1803,0.25570576153133895
745,2675,1803,0.16021900427953803
746,2679,1608,0.20694153580136992
747,2680,105,0.3355009821068117
748,2683,202,0.09753021463135195
749,2685,100,0.13795936925669613
750,2696,1209,0.24431040719747726
751,2696,602,0.1694388156736425
752,2696,301,0.17471702735597514
753,2700,2012,0.2032200516281426
754,2707,105,0.07277390149281418
755,2708,1608,0.18518244118683422
756,2708,1610,0.10372931991086576
757,2709,105,0.20078132009645047
758,2714,2000,0.08810391838307874
759,2714,100,0.11200144408759705
760,2714,1300,0.07751735348841989
761,2716,105,0.32383037001288195
762,2719,105,0.1817758000401732
763,2719,301,0.15343844094668121
764,2720,105,0.18268794707591196
765,2720,2012,0.10070189190959862
766,2722,301,0.21440068560487258
767,2723,2012,0.12888880040606893
768,2729,2012,0.14167771167789478
769,2730,2012,0.0902070633965682
770,2733,105,0.23880217204563953
771,2736,105,0.16578048621712851
772,2738,105,0.20413174701051343
773,2738,602,0.2352532599556953
774,2739,602,0.18985676257739037
775,2744,1610,0.3882765442739379
776,2744,1926,0.045906048085938005
777,2746,1303,0.19481026848743616
778,2749,2000,0.1951325405298115
779,2750,105,0.3887924878315124
780,2755,1800,0.2786012963514731
781,2755,100,0.1549189075609787
782,2761,705,0.23187840009717978
783,2777,105,0.1468817600908793
784,2778,602,0.3307397472437832
785,2782,602,0.20943592494398586
786,2783,2012,0.12524640001791681
787,2787,105,0.039443293172100144
788,2788,105,0.377223858621787
789,2790,105,0.37334418902950606
790,2794,1610,0.29023528933148557
791,2796,105,0.18881720207279662
792,2801,301,0.2398172986944062
793,2813,105,0.22276799178551424
794,2813,301,0.24179932148247243
795,2814,2012,0.14767273006719916
796,2818,2000,0.1438391013016733
797,2818,1300,0.1492583982728978
798,2827,105,0.3066009462660417
799,2828,105,0.10959420426818242
800,2829,105,0.23654958275256266
801,2835,105,0.13464694065475108
802,2839,105,0.12923610529521676
803,2841,105,0.21257649333603476
804,2845,2012,0.2667323812888645
805,2846,1610,0.4123362579720565
806,2847,301,0.2475714432214781
807,2848,1803,0.4895862970967552
808,2850,1300,0.2282161216860023
809,2851,105,0.27226976251977014
810,2851,301,0.3517280814434344
811,2854,105,0.3061944785233738
812,2856,2012,0.0929003742328211
813,2877,105,0.2590228646637279
814,2888,105,0.27265772643519176
815,2889,105,0.1278282890080623
816,2893,1610,0.3047947001601579
817,2893,1926,0.10906775565680873
818,2902,301,0.2856090476132791
819,2907,1803,0.22553864222105152
820,2910,602,0.361249617703093
821,2911,2012,0.08520334258139224
822,2913,1926,0.09246737650620525
823,2921,105,0.289816468449636
824,2924,105,0.07028631740728719
825,2927,105,0.16536485818369515
826,2931,2012,0.08756882381031672
827,2933,2012,0.07020543308141375
828,2933,1303,0.13382877731328888
829,2934,105,0.26154953605718395
830,2934,301,0.41930242633828224
831,2935,105,0.3059097594922787
832,2937,1926,0.14967669652121646
833,2938,2012,0.1902945345456972
834,2940,602,0.22998319644474025
835,2945,105,0.1317443817102818
836,2947,105,0.14207795691578665
837,2949,105,0.22740904973936832
838,2954,1209,0.11675763492709712
839,2954,2012,0.18626441524992352
840,2956,105,0.2313810489863673
841,2958,105,0.2816768436810705
842,2967,105,0.24585561398139824
843,2973,105,0.1242480338123709
844,2973,2012,0.12254092687408945
845,2978,100,0.2434666795811257
846,2978,1300,0.2589026525570874
847,2985,1926,0.4996364847338375
848,2987,1209,0.32603060732097494
849,2992,105,0.07395932160054192
850,2992,1803,0.19399707464043048
851,2998,2012,0.21328398326939688
852,2999,2012,0.1206145986984467
853,3001,2012,0.3212961290086399
854,3002,2012,0.252086697031436
855,3003,105,0.3153871281182793
856,3004,105,0.1538895517109678
857,3011,2012,0.19141561511137078
858,3021,105,0.23163762867047533
859,3023,2012,0.30696892525990044
860,3026,105,0.2501431946929953
861,3026,1303,0.19210937490193314
862,3029,2000,0.05830795946831767
863,3029,100,0.10653406771666749
864,3035,2012,0.06849433856828471
865,3036,105,0.02586420321549395
866,3037,301,0.28928818618822844
867,3039,705,0.20634108360388995
