,id,reasoning,supercategories,claim_labels,watch_labels,text
10,393,"The text discusses issues of misogyny within the police force and society at large. It mentions a proposed ""Misogyny Act"" and the need for transparency, vetting, and accountability to address these issues.",[200],"[200, 202]",[202],"Well, we are quite far down the road towards the Misogyny Act, actually informed by the work of Helena Kennedy, who's a Labour peer in the House of Lords. And it's a huge issue, and it reflects wider society, the misogyny that we see there. And some of the stuff that's happened in the Met, which people will be familiar with, is not unknown in Scotland as well. And it doesn't just affect women and girls or members of the public, it affects women and girls, well, women in particular, in the police force. So you have to have that transparency that's been talked about. You have to have proper vetting. The vetting has not been good, and even finding out a police officer that served with another police force, what their background is, you have to know that, and you have to have the accountability, which means that when somebody is accused of something, there's a proper process that people can have faith in. So there is a huge job to do in terms of rebuilding trust across the country. The same will be true in Scotland as well. But the root of it is the misogyny, which is evident in wider society, and that's why I'm very proud that Scotland's taking the lead in terms of misogyny."
11,406,"The excerpt mentions a specific political party (""Conservative government"") which implies a discussion about political parties and elections.

```json",[2000],"[2000, 2012]",[2012],We've had a Conservative government.
12,409,"The excerpt discusses school performance and funding, indicating a focus on education policy.  There's also a mention of ""spending,"" which could relate to budget discussions.","[600, 100]","[100, 105, 600, 602]","[105, 602]","Mr Brown? Well, we've got to be clear about this. I, too, want freedom for schools, and that's why, where a school is failing, it will be taken over by a federation or by an academy so that it can work, usually a local federation, a local academy. I want the best discipline in our schools as well, and I'm tough on what headteachers have got to do to ensure that there is discipline not just in the school itself, but around the school as well. Mr Clegg? We've got to face up to this fact about spending."
13,417,"The text discusses government spending cuts and tax increases to eliminate the deficit. This falls under the macroeconomics category. There is also a mention of ""tax avoidance and tax evasion,"" which points to taxation policy. Finally, the text contrasts the proposed policies with those of Ed Miliband, implying a discussion of political parties and their platforms, which could fall under government operations.

```json","[100, 2000]","[100, 105, 107, 2000, 2012]","[105, 2012]","We are going to find £1 out of every 100 that the government spends and save that in each of the next two years. We've done it for five years, and if we do it for two more, combined with the extra taxes in terms of tax avoidance and tax evasion, we will eliminate the deficit. But we'll do it without reaching into working people's pockets and taking their money, which is what Ed Miliband is recommending."
14,420,"The excerpt discusses government support for new technologies, implying a potential role for public spending and policy decisions.",[100],"[100, 105]",[105],"Because you've taken it away completely. It's about moving the support to the technologies which are new, which need the support."
15,426,"The excerpt discusses government spending as a percentage of national income, directly referencing the national budget.  There is also a mention of Labour's policy, which could be interpreted as a comparison of different taxation policies.

```json",[100],"[100, 105]",[105],"We've said that by 2011, government spending will be 40% of national income. Labour, under Labour it will be 42% of national income  BOTH TOGETHER"
16,431,"The excerpt focuses on the opposition leader's lack of policy proposals and the importance of the upcoming election. While it mentions the future, it doesn't delve into specific policy areas.",[2000],"[2000, 2012]",[2012],You want to be in charge but you have nothing to say to people about what you would do about it. This election is about the future.
17,438,"The text discusses the cost of climate change mitigation versus adaptation. It mentions ""tens and tens of billions of pounds, totaling trillions of pounds"" which points to public spending.  The speaker also uses the phrase ""stop the power of the sun"" which implies a policy aimed at reducing greenhouse gas emissions.","[100, 700]","[100, 105, 700, 705]","[105, 705]","Climate change is real, but it's much cheaper to adapt to it than to try and think that you can spend tens and tens of billions of pounds, totaling trillions of pounds. Adaptation costs are huge. They're far less than thinking you can stop the power of the sun, you can stop the power of volcanoes, and you can stop sea level rise. That's ridiculous."
18,440,"The text discusses the UK's membership in the EU and the desire to make a success of Brexit. This implies a focus on international relations and economic policy.

```json","[1900, 100]","[100, 105, 1900, 1910]",[105],"I did say at the time that I thought there were advantages on balance in being in the EU, but now what I believe we must do is deliver on the will of the people, but also make sure we make a success of it. So what I'm doing as Prime Minister is saying let's find those opportunities that will enable us to be more prosperous in the future. Alright, too much of me."
19,444,"The excerpt discusses immigration policy and its impact on wages. The speaker explicitly mentions ""controlling immigration"" and its effect on ""wages at the lower end of the income scale."" This points to concerns about the impact of immigration on the labor market, a topic often discussed within the framework of economic policy.","[100, 200]","[100, 105, 200, 230]",[105],"It's a policy which will actually... He should know, shouldn't he? It's a policy which ensures that we are recognising the concerns that people in this country have about uncontrolled immigration. Controlling immigration is important. It's important for a number of reasons, but one of the reasons it's important is because uncontrolled migration has an impact on wages at the lower end of the income scale. People feel an impact from that. That's why I think it's so important that we keep working at this and we keep that aim."
20,456,"The excerpt discusses the potential formation of a European army and the implications for the UK's relationship with NATO and the EU. This primarily falls under the category of international affairs and specifically the topic of European Union military cooperation.


```json",[1900],"[1900, 1926]",[1926],"I do. I do. All that slightly worried me was that Ed thought that perhaps we should be using the EU for defence. Now, it's absolutely clear. Jean-Claude Juncker, President of the European Commission, has said they are building a European army. And we've got a bit of a choice to make here. You know, we've been with NATO, we've been with that group of countries since the late 1940s. The EU clearly is now in a position to attempt to usurp it. And I just wonder, Ed, would you sign us up to a European army? Because that is where EU defence is going. And I think it's important that we do not. We do not. Well, but are we going to have a choice on this? No. I think no is the answer. So are you saying... So are you saying that if 27 countries push ahead and form a European army, that you as Prime Minister will keep us out of it? Yeah, there's not going to be a European army. But look, let me explain. But there is going to be a European army. No, there isn't. Let me explain. Let me explain. Hang on. Last year, no, hang on, Ed. Last year, I was on with Nick Clegg. He said my talk of a European army was a dangerous fantasy. We now have the bosses of the European Union, including the French president, saying they want to build a European army. You can shake your head all you like, But actually, this is happening. And if it did come to a European army, would that be enough for you to give people a referendum?"
21,457,"The excerpt focuses on the speaker's plan for the economy and social programs if they were to be elected. This includes mentions of reducing the deficit, building homes, and providing pensions. These are all key economic and social policy areas.


```json","[100, 1300]","[100, 105, 1300, 1303]","[105, 1303]","I think that it's fair in the last seven days to do everything you can to try and win. I want to use the limited time I've got, including the 28 minutes tonight, to explain why a Conservative majority government would be good for Britain. I think we'd go further and faster in clearing the deficit, in building those homes, in providing those pensions. That's what I want to do."
22,458,"The excerpt explicitly mentions an increase in funding for the NHS, indicating a discussion about public spending. There is no mention of taxation, civil rights, or any other coded topics.

```json",[100],"[100, 105]",[105],The NHS will have £350 million more a week. I didn't say that.
23,464,"The text discusses Brexit, which falls under the broad category of International Affairs.  There is also a mention of a ""mandate,"" which could relate to political processes and elections, falling under Government Operations.","[1900, 2000]","[1900, 1910, 2000, 2012]",[2012],"Yes, you can. I don't think there's a thing as a hard Brexit or a soft Brexit. I think it's a good Brexit. And what Theresa May needs is a mandate."
24,470,"The excerpt discusses the potential tax implications of a Labour government and encourages the audience to vote Conservative. This points to discussions within the 100 (Macroeconomics) supercategory, specifically regarding taxation (107). There's also a mention of the Labour party's leader, Keir Starmer, and a call to action against voting for them, suggesting a focus on political parties and elections (2000).


```json","[100, 2000]","[100, 107, 2000, 2012]",[2012],"I understand why you're frustrated with our party. With me, I get it. But this is not a by-election. It's a choice with profound consequences for you and our country. And before you make that choice, think what a Labour government would mean. Can you afford to pay at least £2,000 more in tax? And why won't Keir Starmer be straight with you about what he wants to do? And if you are not certain about Labour, don't surrender to them. Don't vote for any other party. Vote Conservative."
25,476,"The excerpt discusses government spending, taxation, and economic growth, indicating a focus on macroeconomic policy. There are also mentions of political parties and their stances on austerity, suggesting a connection to social welfare and potentially political ideology.

```json","[100, 1300]","[100, 105, 1300]",[105],"The Canny Scots have paid more tax per head of population to the Treasury in every single year for the last 34 years, that is the reality. The question for Ed Miliband, Ed talks the language of anti-austerity but it is only a few weeks since Ed Miliband tripped through the lobbies of the House of Commons with Nick Clegg and David Cameron to vote for £30 billion of cuts over the next two years. I take a different view to that. I don't believe you can simply cut your way out of deficit. I think David Cameron has proved that. He's missed all of his borrowing targets. We need to invest and grow our way out of the deficit. We've got experts saying that austerity has held back economic growth. So let's have spending increases, modest spending increases, that allow us to invest in the things that matter."
26,478,"The excerpt discusses reducing the European budget, exiting bailout funds, and concerns about immigration. These points relate to  macroeconomic policy (specifically national budget and taxation) and social welfare (specifically immigration).

```json","[100, 200]","[100, 105, 200, 230]",[105],"I don't accept that. Nigel is basically saying, give up before you've begun. In fact, if you look at my track record on Europe, I said... I have. ..we cut the European budget. People said it was impossible. We cut that European budget. I said, let's get out of these bailout funds where British taxpayers' money was being put into countries like Greece. People said, you'll never do that. We got out of those Greek bailout funds. So, instead of giving up, let's get stuck in and negotiate. And the problem with Nigel, in the end, is, ultimately, Nigel, you're just the back door to a Labour government, which will give us open-door immigration, which is not what this country wants."
27,487,The text discusses the NHS and the need for workforce support within it. There is also a mention of a cooperation agreement and disagreement with Labour's approach to the NHS in Wales. This suggests a discussion about healthcare policy and potentially international cooperation.,"[300, 1900]","[300, 301, 1900]",[301],"And the NHS was in no way a part of that co-operation agreement because we do not agree with Labour's approach on the NHS in Wales. My job as an opposition member is to persuade them to make some bold decisions to take us on the right direction. But you know what? You need more than anything, Aishani, is assurance that sustainability will be built in for the workforce within the NHS. Workforce planning and giving you the support through your pay packet, one, but all those other means that show that you are valued as a health worker. OK. Nigel Farage."
28,488,"The excerpt discusses reducing the environmental impact of air travel, mentioning investments in public transport, a target to decarbonize flights, and the existing air passenger duty.","[700, 100]","[100, 107, 700, 705]",[705],"We don't want Scotland to be left behind in these things, but we want to invest more in public transport. In answer to your question earlier on, do people have to fly less? Yes, I think we do, where we can. Something like half of all international flights are taken by 10% of the population. So we have to invest more. We are investing half a billion pounds to improve bus infrastructure. We need to get the rail services. better. Where flights are necessary, in a country like Scotland, sometimes they are, we have set a target to decarbonise all flights within Scotland by 2040. We have already one of the most comprehensive electric vehicle charging networks anywhere in Europe with a target of phasing out... Are you beseeching people to fly less or are you going to tax them to make sure they fly less? The UK already has one of the highest levels of air passenger duty. My party had a long-standing commitment to cut that, and we decided we couldn't do that, in all conscience, because of the climate emergency. So, you know, I think we need to make sure the alternatives are there and encourage people. But on all of this discussion about individual behaviour, important though it is, somebody made a point about the small number of companies responsible for the majority of emissions. We've got to make sure that industry and government are leading by example."
29,491,"The excerpt discusses economic policy, including taxation, government spending, and financial regulation. It also touches on social issues like fairness and job creation.

```json",[100],"[100, 105, 107]",[105],"Tonight's debate is about you: about your job, the taxes you pay, your family, about the prosperity of our economy. We need to do things differently to to build a new, stronger and fairer economy. The way they got us into this mess is not the way out. We need to be frank about the cuts that will be needed, so we can protect things like schools and hospitals. We'll need to break up our banking system so that irresponsible bankers can never again put your savings and your businesses at risk. We have to rediscover our passion for innovation, for building things, not just placing bets on the money markets, and we need fair taxes, so that you don't pay any income tax on your first £10,000. Of course, they'll tell you tonight that these things can't be done. I think we've got to do things differently, to deliver the fairness, the prosperity, and the jobs that you and your families deserve."
30,492,The text discusses the topic of Brexit and the democratic process. There are mentions of different viewpoints on Brexit and the need for a final say by the people. The speaker also criticizes the opposition for blaming Labour for the Brexit crisis. This points towards discussions on political processes and public opinion.,"[1900, 2000]","[1900, 1910, 2000, 2012]",[2012],"I'm disappointed that Adam is playing the Tory game by trying to blame Labour for the Tory-created Brexit crisis. This isn't about not taking a position. This is about taking the adult position. In our country, there are families with different views on the question of Brexit. There's people at work, work colleagues with different positions on this. If we want to bring people together, I think we need less of the finger-pointing, ranting and electioneering. And we need to say, let the people have the final say, and a Prime Minister, Jeremy Corbyn, will implement whatever the people say. That's democratic. That's going to bring people together. I don't understand why people have such a problem with it."
31,504,"The text focuses on the SNP's platform and promises, touching on economic issues (austerity, minimum wage, jobs), healthcare (protection for the NHS), and the desire for progressive change.  There are also mentions of working with other parties and making Scotland's voice heard in Westminster.","[100, 2000]","[100, 105, 2000, 2012]","[105, 2012]","To those watching in Scotland, my promise is this. If you vote SNP, we will make your voice heard. The SNP will always stand up for Scotland's best interests. My promise to everyone is that the SNP will work constructively to deliver progressive change for ordinary people right across the UK. For as long as Scotland remains part of the Westminster system, we have a shared interest in making it work better for the many, not the few. Now, the truth is that no one party looks likely to win an outright majority at this election. That means we will need to build bridges between our different parties if we are to deliver real change. The SNP will work with people of like mind to bring about an alternative to austerity, protection for the NHS, a higher minimum wage, more jobs. A vote for the SNP is a vote to make Scotland's voice heard, but ours will also be a voice for new, better, progressive politics at Westminster for everyone."
32,506,"The excerpt discusses the need for fiscal responsibility, mentioning the deficit, tax breaks, and NHS funding.  The speaker criticizes the opposition for making unrealistic promises about tax cuts and increased spending.",[100],"[100, 105, 107]",[105],"All I would appeal for is just a bit of honesty in this debate. I mean, people know that money is tight. People know that you can't promise something for nothing. You can't say you're going to fill the deficit tomorrow and you're going to give lots and lots of tax breaks to people, inheritance tax breaks for double millionaires, tax breaks for, what is it, one in three hand-picked married couples, and also extra, extra, extra money to the NHS without explaining how you're going to do it."
33,507,"The text explicitly mentions ""austerity"" and ""public services"" which implies a discussion about government spending. The phrase ""getting a Labour government"" suggests a political stance and potential policy changes.


```json","[100, 200]","[100, 105, 200]",[105],"Well, the only way to end austerity is by getting a Labour government. And we need to end austerity in order to properly fund our public services. OK, we'll leave that question mark hanging in the air."
34,509,"The excerpt discusses the powers of the police and security services. This falls under the category of Law, Crime, and Family Issues. 


```json",[1200],"[1200, 1209]",[1209],I think we should always listen very carefully to what the police and security services say. But the police and security services already have fairly wide-ranging powers. I listened to some of your conversations with Tim Farron.
35,510,"The excerpt discusses the government's economic policies, specifically focusing on tax cuts and the impact of Labour's policies on household finances. There are mentions of national insurance cuts and concerns about rising energy bills due to Labour's net zero plans.

```json",[100],"[100, 105, 107]",[105],"Well... LAUGHTER This is why the Prime Minister made the very clear pledges that he did, and you can measure the progress being made against them. We are making progress in this country. We have been through some very hard times, but the recovery is there. What we must ensure is that that is not choked off. And we must ensure that your taxes are being lowered. That is the pledge that we make to you. And that is what we have been doing with national insurance cuts that we have seen this year. That is what you need. It's not just your taxes that I'm worried about. I'm worried about my constituents being able to afford a Labour government. Angela mentioned GB Energy. Do you know what the GB stands for? It stands for Giant Bills. And more bills are coming with the net zero plans that Labour have. That is the most important thing because everything depends on you having that disposable income. And that is why tax is at the heart of this. The pledges that we are making to you on cutting your taxes and what Labour will not tell you about the taxes they are going to be putting up."
36,513,"The text discusses the cost of living and the impact of government policies on household expenses. It mentions ""targets"" and ""costs"" related to energy efficiency measures, implying a discussion about environmental policy and its economic implications. There's also a mention of reversing changes and higher bills, suggesting a debate about taxation or government spending.","[700, 100]","[100, 105, 700, 705]","[105, 705]","No, we're going to stick to the targets we've put in place, but we're going to do it in a way that saves you all money. I'm not going to impose thousands of pounds of costs on you to arbitrarily rip out your boiler, change your car, convert your home. When we've been talking about the cost of living challenges earlier in this debate, I don't think adding thousands of pounds of costs to you is the right thing. Now, Keir Starmer is going to reverse those changes that I made. So everyone is facing thousands of pounds of higher bills. That is the choice at this election."
37,520,"The excerpt focuses on the government's economic policies, including their approach to reducing the deficit and stimulating economic growth. There are mentions of job creation, business growth, and the overall health of the British economy.  There is also a reference to a specific policy decision regarding the budget deficit.

```json",[100],"[100, 105]",[105],"Well, we said that the most important task for the government was to get the economy growing, was to get jobs growing, and was to get the deficit down. And I would say on any analysis, and we've had to take, we had an appalling inheritance. We inherited a situation where Britain's budget deficit was forecast to be bigger than Greece's. Now, we had to take difficult decisions. I will defend all of those decisions. Difficult ones, ones that were hard to take, but the right thing for the country. And the result, there's a connection between the difficult decisions we had to take and the fact that we now have the fastest growing economy of any major Western economy. We've created 2 million private sector jobs. We've got 750,000 more businesses. The British economy is working. Now we need to make sure that people can... What I want is an economy that doesn't just look good on the page. I want people to feel that they can get a job, they can have a livelihood, they can buy a home, they can get a good school place for their children, they can enjoy a retirement. Those are the things. But that's what this plan, Jeremy, is all about."
38,525,"The excerpt discusses the need for increased funding for health and social care, suggesting a need for increased taxation to achieve this.","[1300, 100]","[100, 107, 1300, 1303]",[1303],"We have to prioritise health and social care. There's no doubt that there's a growing population and the system that we've got in place is not able to deal with it, especially into the future. It makes sense for social care services and health services to be operated together. I think that often people can be pushed from pillar to post and given excuses as to why they're not receiving the services that they should be receiving because people in two separate organisations are not taking responsibility. It makes sense for us to properly invest and support social care services because if we don't then beds end up getting blocked in the hospital system. But how we pay for it is the key question. I think we have to be prepared to pay for it out of taxation. And I think the burden of that taxation should fall on those who are most able to pay. So the wealthiest in society should stump up a bit more so that we can afford to pay for decent health and social care services. Leanne Wood, thank you."
39,533,"The excerpt discusses Brexit negotiations and the potential consequences of the UK leaving the EU. There are mentions of trade deals, trust in the government, and the impact of the Brexit Party. These points relate to international affairs and government operations.","[1900, 2000]","[1900, 1910, 2000, 2012]",[2012],"question to Rishi. Say the Tories get their way, I hope they don't, the UK is out, nobody but nobody thinks a trade deal can be negotiated and agreed by the end of next year. That's nonsense, we do. We don't trust you, sorry. I don't trust you. I don't trust you because you don't trust democracy. You don't trust 17.4 million people. 17.4 million people. The Brexit party have got a big responsibility for the mess the UK is in right now. And we're very proud of what we've achieved. He's proud of the mess he's achieved in the UK. But can I finish my question? We haven't achieved the mess."
40,534,"The text discusses the need for increased funding for the NHS, a potential tax increase to achieve this, and the importance of public trust in leadership. It also touches on the topic of Brexit and the need for a public vote on the deal.","[300, 100, 1900]","[100, 105, 300, 301, 1900, 1926]","[105, 301, 1926]","Good leaders don't run away from a debate. Theresa May undoubtedly should be here. Whatever we have discussed this evening, her absence is undoubtedly the shadow that hangs over this election. How dare you call a general election and then run away from the debate? We are all products of our upbringing. So I was brought up in Preston during the 1980s. And I saw people around me, what happens when a society, a community, is taken for granted, in that case, by a conservative government with a colossal majority. Half my mates' parents out at work at any given time. And I am determined to build a country for our kids, mine included, where people are decent to one another, where people have enough. We have a national health service that is properly funded. And that means being honest with the British people, saying we will put a penny on income tax to have the best health service in the world. It means stopping Theresa May's plans to do to your kids' schools what she's currently doing to our hospitals. And it also means if you want to lead the people, you have to kind of like them as well and spend time amongst them. And if you trust the people, then you do not impose that Brexit deal on the British people without them having the final say. Either the politicians will sign it off or the people will. Well, I trust the people."
41,544,The text discusses policies related to social welfare (pensioners) and taxation (winter fuel payment).,"[1300, 100]","[100, 107, 1300, 1303]",[1303],"OK, don't give up on me quite yet, Angus. It's only halfway through the debate. Theresa may not be here, but I hope to make a good fist of setting out the Conservative Party policy. We've made a clear decision to make sure that we protect the poorest in our society. Which means that the pensioners will be protected, that winter fuel payment won't be paid to millionaires. No, it'll be focused. So where will the levels be put then? Where will the levels be put? Under a Labour government, the pensioners saw a rise in their pensions of 85p in one year. Under this government, we've seen pensioners' pay rise by over £1,000."
42,548,The excerpt discusses policies aimed at increasing disposable income for individuals. This primarily involves tax cuts and reductions in specific levies.,[100],"[100, 105, 107]",[105],"What we want to do in UKIP is we want to put more money in people's pockets. We know that there's been a stagnation of living standards in recent years and how we will put money in people's pockets is firstly we would scrap VAT on domestic fuel bills. We would also scrap the green levies, which will save the average household £170 every single year. We'd increase the personal allowance, so you would have to be earning over £13,000 before you paid any tax. That would put more money in your pocket. UKIP will also oppose any rise in national insurance, because we believe as a party that people know how to spend their own money better than any government does on their behalf. We're a party of a small state. We believe that people know what best to do with their own money."
43,552,"The text discusses a political party's manifesto, which often outlines policy positions.  The mention of ""what it is they get"" suggests potential policy promises.",[2000],"[2000, 2012]",[2012],"Yes. So that they know if they get us in government, what it is they get, and they can refer to our manifesto which tells them."
44,556,"The excerpt discusses the importance of international cooperation, specifically within the European Union, to combat climate change.  The Paris Accords are explicitly mentioned as a result of European leadership.",[1900],"[700, 705, 1900, 1910]",[705],"I totally agree that the role that we play internationally is so important. But surely, you can see, that's why it's so important that we keep our seat at the European Union table. Because we have led the way in Europe on this. Europe has led the world. That's how we got the ambitious Paris Accords through. And turning our back on the European Union is turning our back on our best way of fighting the climate emergency."
45,557,"The excerpt discusses immigration policy, focusing on criticism of current approaches and advocating for a more humane and pragmatic system.","[200, 100]","[100, 105, 200, 230]",[105],"Let's change the tone of the debate on immigration. Too much of it is framed around, frankly, the bigotry of people like Nigel Farage. Is that the best you can do? Penny Mordaunt can't stand up to Nigel Farage because she wants her party to be like Nigel Farage. They're the opposite. Angela Rayner can't stand up to Nigel Farage because of the shift in her party to the right. Plaid Cymru will stand up to Nigel Farage. Open doors. Everyone can. Of course we need rules. Everyone can. Of course we need rules. Benefits for everybody. Lovely. Of course we need rules on borders. Wales controlled its own borders during Covid. That's what countries do. But we need those around your proper a processing of asylum applications. We need to stop the vile and expensive Rwanda flights. We need safe passage into this country and we need to realise that we need immigration for the interests of our health system, our care system and our economy."
46,559,"The text discusses the need for increased funding for social care and mentions a specific amount (£1.4 billion) to be allocated. This points to the subcategory 1300 (Social Welfare) and its parent category 100 (Macroeconomics). There is also a mention of ""women's names"" which could be interpreted as a slip-up related to gender discrimination, potentially falling under subcategory 202 (Gender and Sexual Orientation Discrimination).

```json","[100, 200]","[100, 200, 202, 1300]",[202],"My fault. Sorry. Accident. Women's names. I've said it twice now. Have I? Oh, I'm sorry about that. Yeah, what we need to do is we need to fully integrate. health care and social care because at the moment the left hand very often doesn't know what the right hand is doing. So you end up in a situation back in January where you know people are stuck in hospital because they literally have nowhere else to go. We as a party will put £1.4 billion extra per year into social care to ensure that the people who've put in most, the elderly, get what they deserve when they're older."
