,id,label,gold_similarity
74,472,709,0.10967934984041157
75,472,703,0.04733121521699642
76,472,701,0.010902708691401588
77,474,207,0.02653231985026406
78,475,201,0.16716381796526142
79,475,1401,0.33075778463584476
80,477,506,0.3391658960750927
81,477,1302,0.3136215067632935
82,481,2001,0.0791056719778592
83,483,1907,0.2519900035520777
84,483,1603,0.14946100560756487
85,485,1930,0.23110832901498113
86,486,1205,0.1917701154127459
87,493,201,0.04768881158781352
88,494,103,0.11556609205323684
89,495,803,0.2153105732166098
90,496,201,0.014641965500848357
91,496,108,0.013590243147185384
92,497,1304,0.08763735826532046
93,497,1302,0.15686109023481776
94,498,101,0.25128089978196533
95,502,1205,0.2720584430716152
96,503,1806,0.21426246451610195
97,508,2001,0.306357589854981
98,511,1302,0.3398472685771833
99,512,1930,0.12597229504167246
100,514,201,0.1491942084593729
101,516,201,0.048190049414820565
102,519,1202,0.1942492023680344
103,519,1205,0.14725429903521892
104,521,603,0.15473270120032
105,523,806,0.2998240724140727
106,524,1603,0.207898121764601
107,526,201,0.16408778894746848
108,527,1901,0.1347350246188942
109,528,701,0.136735794079413
110,530,1401,0.2822867657160879
111,530,108,0.08917234979401298
112,532,104,0.14928309578334356
113,538,1901,0.12454331631259477
114,540,201,0.09861051567254424
115,541,1401,0.15398905528531664
116,541,1406,0.13895649065263516
117,541,1302,0.20317888654273103
118,546,1302,0.10874731955443087
119,549,101,0.11925182961491888
120,549,502,0.13606651719487867
121,551,1302,0.16980488221473267
122,553,101,0.17736433258117942
123,555,101,0.2871998437135475
124,555,207,0.08559028742656204
125,558,108,0.011724150518154683
126,560,1202,0.05138518257545064
127,562,201,0.09854068828935407
128,562,1603,0.03188725788890576
129,562,207,0.058940183810712844
130,563,1302,0.1548851905595034
131,566,207,0.0
132,573,1401,0.21773853276640573
133,576,1609,0.15528580559408717
134,577,108,0.16940784509971268
135,580,1302,0.20618830540661262
136,582,1208,0.24454505532644094
137,583,504,0.06189413758098829
138,584,108,0.23436516865809642
139,588,2011,0.00306431501659208
140,589,1302,0.2736491705894189
141,590,2001,0.14062715896658548
142,590,1005,0.2163241583608035
143,590,1006,0.18761371261537096
144,593,806,0.16307154113555153
145,596,1603,0.20322146048580314
146,598,201,0.09611534171218508
147,601,505,0.2439718903268288
148,602,1211,0.32339464594091205
149,603,201,0.006932375638690154
150,604,1202,0.11623669418115551
151,604,1302,0.21950650931538648
152,606,806,0.08524767874787395
153,607,2011,0.12795717947981844
154,608,1304,0.08208582632627488
155,608,1302,0.28518595051405676
156,609,201,0.16955290916769716
157,611,806,0.3217916096770064
158,612,108,0.08597289505644368
159,613,2011,0.14004279187435206
160,616,1401,0.41990854026361474
161,620,208,0.06981596483451005
162,620,201,0.13463844171667416
163,622,1401,0.2695172286127297
164,622,1302,0.13977038884928905
165,627,1302,0.0812407081949101
166,630,1401,0.16194291218044835
167,635,101,0.05869792675929135
168,635,806,0.1399132483431165
169,636,1930,0.08816159282442346
170,637,603,0.4071337458890125
171,639,101,0.05074954579089719
172,644,101,0.24686279100869077
173,645,1302,0.08447904195816165
174,646,1302,0.13701303150331648
175,648,1901,0.18153817748053877
176,651,201,0.17492596492217072
177,652,101,0.07366025500421391
178,655,1304,0.0852383044024167
179,655,101,0.13353784271890026
180,655,1302,0.15773148531831477
181,661,504,0.24031661011354363
182,665,1211,0.36622628716612626
183,668,1302,0.3173068339843459
184,669,1302,0.14012434195331677
185,672,1901,0.11688587093492236
186,679,104,0.05045498333094384
187,679,108,0.01836428326647499
188,683,1302,0.169878867498352
189,684,1302,0.14636595503771838
190,688,101,0.1480347219787887
191,690,1302,0.14303034921593283
192,692,1203,0.33059652671318024
193,694,201,0.14875904376295795
194,696,1302,0.2413669207527591
195,698,1401,0.2654559599167312
196,706,108,0.05192104335764699
197,708,1302,0.3118599794501456
198,709,1401,0.2919973944283439
199,710,2011,0.03223226230826219
200,713,201,0.0797726949654195
201,714,1909,0.1232597423004731
202,716,1302,0.13666736556829817
203,717,1211,0.38825057330600876
204,719,207,0.08307134612742936
205,720,1901,0.06025518772203824
206,723,201,0.14101064999081234
207,723,325,0.17509483109604512
208,724,529,0.16243674219177828
209,725,1304,0.14197559055087378
210,725,1302,0.1668057635560113
211,726,108,0.04741893405640865
212,726,1302,0.2113808451313849
213,727,207,0.0
214,728,101,0.15575343858557167
215,730,201,0.09621733821196776
216,731,201,0.12964917291652372
217,732,201,0.13424464687112142
218,732,1205,0.11291823283434993
219,734,1302,0.16885990362686457
220,743,603,0.22253508430734867
221,745,1909,0.2014291386348699
222,745,207,0.02009186340276639
223,747,201,0.04982079032473025
224,754,1302,0.22749807177137324
225,758,529,0.31007334748723486
226,760,806,0.2777292521476765
227,762,1907,0.022035210315013515
228,768,1302,0.1172354242750762
229,770,2001,0.2298664059001712
230,771,101,0.12489828917943911
231,773,1205,0.0719223236331489
232,776,1208,0.055062292054313344
233,777,1901,0.05185960557595931
234,777,1302,0.11344226419665156
235,779,101,0.09497150012209975
236,780,325,0.37509943731932593
237,784,1907,0.004086004887521004
238,788,1609,0.09954359328981588
239,790,101,0.08778087197499555
240,790,1302,0.09635611639563293
241,796,201,0.19725790129369247
242,799,103,0.06818665010689225
243,802,332,0.08330344380427891
244,802,1302,0.1884347047753246
245,803,325,0.1531773626973112
246,803,1302,0.09785850343141562
247,805,2011,0.1266496610387304
248,806,2011,0.0
249,807,1302,0.144837615305558
250,809,1205,0.20179314145586819
251,810,1302,0.12683421993910926
252,817,1603,0.2110268059381976
253,817,1302,0.1406197492119441
254,818,108,0.22593581915174923
255,821,1304,0.0828135417898567
256,821,1401,0.40958208361247767
257,821,1406,0.2702576971289881
258,822,504,0.11678012094361247
259,823,1302,0.2855475906857534
260,823,103,0.2132232184091235
261,825,1406,0.21097932091500252
262,831,1302,0.17603431302567274
263,837,1930,0.30773230206272495
264,838,1302,0.19094223049761966
265,841,1901,0.08224828073667967
266,844,1907,0.09494897174990279
267,848,1930,0.10551523002359321
268,851,1001,0.36563220866169854
269,856,2001,0.28440786718663835
270,860,2011,0.023054160696257497
271,864,529,0.343172787406105
272,865,101,0.09590184361328542
273,869,201,0.14885919961955651
274,870,1211,0.3932805076056621
275,870,1206,0.16384514832963343
276,871,502,0.11474320560356172
277,872,1907,0.13620345236022363
278,873,1406,0.22326748183374573
279,877,201,0.09669062481351644
280,877,1302,0.051884444552652065
281,879,1302,0.3302499503332907
282,880,1304,0.09289660689791843
283,880,1302,0.3438437005939693
284,881,1202,0.3133118009247917
285,881,1211,0.40861706178282636
286,881,1206,0.21621024728998545
287,882,108,0.21971158655601478
288,886,803,0.0
289,887,2011,0.09470685413247011
290,889,1401,0.28361710203109586
291,890,201,0.10788959602165198
292,890,1302,0.2056974310072786
293,891,2011,0.11768291595376766
294,892,201,0.13777923309272486
295,894,1001,0.0
296,898,1901,0.06066050642800935
297,898,207,0.14140902672695188
298,899,709,0.029350910937027155
299,901,101,0.12557606773577948
300,905,201,0.06252220639930439
301,908,2011,0.23212465582926217
302,909,2011,0.008382832573297845
303,911,604,0.018438306319516123
304,917,108,0.08415452141654081
305,917,1302,0.09904948782488696
306,918,104,0.12422088925242347
307,919,325,0.2813618888385946
308,920,603,0.32635669338089546
309,922,101,0.08668370895050297
310,923,1302,0.11121886153418332
311,924,2001,0.38490609497508466
312,925,1205,0.16920328163071302
313,925,1302,0.12036720242368429
314,927,2011,0.009039246231044445
315,928,505,0.30673045531776477
316,928,506,0.13375184753537223
317,928,1302,0.1328025639224544
318,931,1901,0.10203453521171651
319,937,1406,0.17042197459934275
320,940,1302,0.3566961944458411
321,942,201,0.07458913556749847
322,943,1409,0.08527886722413687
323,943,1406,0.10256571932226782
324,943,101,0.18183208917815133
325,943,103,0.10163971846553589
326,943,1202,0.20946942195887008
327,943,1205,0.1675220162685275
328,943,1302,0.18508454947181524
329,943,1206,0.0814493855822939
330,943,1304,0.11403988570166106
331,943,1401,0.13718906280052398
332,943,1208,0.25543107877321153
333,943,1407,0.0458568471072979
334,945,1302,0.09141913513825979
335,947,1302,0.15359947028587373
336,949,2001,0.3497819349073529
337,950,1909,0.03256855943574119
338,953,201,0.07385566940629129
339,953,2011,0.1465350631231389
340,955,1302,0.11591907994210632
341,956,502,0.08790631968946852
342,957,201,0.10310531919703549
343,958,1302,0.0867116563113629
344,961,1202,0.12506864633043177
345,962,201,0.025630388888305794
346,964,201,0.1278980455859979
347,965,101,0.024811919242172076
348,970,1202,0.1478185390693288
349,974,1401,0.33446313009550016
350,975,1302,0.18408304682506335
351,976,1302,0.11630095890700881
352,977,201,0.04394450546736476
353,977,1302,0.1751353914018153
354,978,603,0.3741938611127324
355,979,1401,0.3412727931445049
356,980,1401,0.20158850239719606
357,980,108,0.16322600928035125
358,982,1907,0.051082269207377344
359,982,1603,0.04264837764154945
360,985,806,0.23288740461337842
361,991,1406,0.16955417791025973
362,991,1302,0.14129335340908802
363,991,703,0.009521480836642707
364,994,1304,0.06926825390604048
365,996,1406,0.2835294373103779
366,996,1302,0.20875934802140791
367,997,1202,0.21684384680401128
368,997,101,0.15936566246656123
369,999,2011,0.13722462096919125
370,1000,1302,0.12233236252444607
371,1001,1302,0.23064720637008668
372,1006,208,0.06730411146354062
373,1006,207,0.1949099140368888
374,1009,1302,0.20397180901347842
375,1010,2011,0.03099198087600027
376,1015,1609,0.4289752285073262
377,1015,1302,0.09933741174839691
378,1017,806,0.24087983970568452
379,1018,325,0.3066098490041165
380,1019,603,0.2445070042921948
381,1020,331,0.2420150385880369
382,1022,2011,0.05827562687118919
383,1025,1302,0.17341787429129435
384,1027,1907,0.152380744398883
385,1028,2011,0.20516963306699904
386,1029,201,0.1382642760826013
387,1030,2001,0.3703182610172295
388,1033,503,0.20786933602729404
389,1034,1304,0.027337538078403174
390,1034,1603,0.03340672447055875
391,1035,101,0.15314445970958207
392,1037,201,0.05918753542554011
393,1039,201,0.19732565047759684
394,1040,201,0.12151320818502806
395,1041,1909,0.10609013637601436
396,1042,1401,0.29709073804121466
397,1042,108,0.08129065698134041
398,1044,201,0.14577672627287155
399,1044,1302,0.20867574621359156
400,1046,1304,0.13301641171915618
401,1048,1907,0.02244915330460044
402,1048,101,0.08109459002894819
403,1048,1302,0.14587289793730257
404,1048,1911,0.053206866199083186
405,1050,1206,0.12541993606013127
406,1050,1207,0.20199961179186993
407,1051,1304,0.05240631604566078
408,1054,1203,0.010334421713495686
409,1055,1205,0.2445030207581078
410,1056,101,0.3059704314140317
411,1058,201,0.17173109700705283
412,1063,101,0.10803895752418133
413,1064,1208,0.18876448582890373
414,1069,1202,0.2864586573011973
415,1069,1211,0.3633327497248702
416,1071,1302,0.16647323940721165
417,1076,1211,0.2733632209276031
418,1079,1305,0.09313054705344245
419,1080,1406,0.19544439587298956
420,1082,529,0.29743697496557225
421,1093,1401,0.26913972491869614
422,1094,201,0.02263276888846452
423,1094,502,0.03844454520156915
424,1094,207,0.037432337589201836
425,1099,1302,0.20850895889257265
426,1100,1302,0.10329852261553238
427,1101,201,0.05865611913234066
428,1105,2011,0.35821061123216125
429,1105,1302,0.12534877366103248
430,1107,1208,0.24352384361875354
431,1107,2011,0.07931160345567649
432,1111,201,0.06809910248992104
433,1111,101,0.1306097503941794
434,1114,207,0.03470897079822489
435,1116,1401,0.27006425541883583
436,1116,1406,0.30822845772637875
437,1116,1302,0.16697569783808075
438,1120,1302,0.29635248943611675
439,1124,201,0.2108260998932234
440,1124,1302,0.15989926959956685
441,1125,2011,0.37364412818371584
442,1126,201,0.08288698812578119
443,1128,201,0.048669760898246865
444,1128,1302,0.1832971972040289
445,1129,1401,0.3159739377115212
446,1129,101,0.14551378639674603
447,1129,1406,0.19294934606014327
448,1132,331,0.4299791218725487
449,1132,325,0.4229975100299154
450,1133,1208,0.20588221375567942
451,1133,1202,0.15788777468496804
452,1139,201,0.13000834496560223
453,1140,1401,0.13847968031048352
454,1140,1406,0.08460313070959394
455,1140,1302,0.18256240350132583
456,1146,108,0.050220098747102974
457,1146,1302,0.1045581863665773
458,1152,1001,0.2558900164120673
459,1158,1907,0.059175091346078505
460,1158,101,0.14111282149280194
461,1160,2011,0.07719719068145117
462,1161,1302,0.1487209630137652
463,1162,201,0.023293712817237217
464,1163,1205,0.21277931832522134
465,1169,201,0.08433048235543668
466,1171,1302,0.15887279648771482
467,1172,1302,0.10752946618071924
468,1173,1202,0.02729271085597957
469,1173,2011,0.022769934058032255
470,1179,1302,0.1574184953909811
471,1184,1302,0.06868760960056308
472,1185,603,0.2699700928043948
473,1186,806,0.3297266435491318
474,1187,201,0.1254206397412188
475,1191,502,0.0
476,1192,1401,0.29194909400693914
477,1194,1930,0.06688626913975995
478,1195,1909,0.2854442867723731
479,1197,101,0.184732790306613
480,1200,408,0.07998750683683839
481,1200,1907,0.0
482,1202,2011,0.22223900917186695
483,1205,801,0.13840417794042256
484,1205,803,0.13011041598140863
485,1209,1211,0.14256352794283253
486,1211,101,0.1618559043846921
487,1212,201,0.1457397874079018
488,1214,1211,0.3030224881476805
489,1214,1603,0.1332216285132039
490,1214,1205,0.09458140903074214
491,1215,101,0.06983795334734748
492,1218,108,0.12066782741582477
493,1219,1302,0.14135961772362884
494,1220,201,0.07012913126886966
495,1221,1304,0.061034084999182156
496,1221,1302,0.12593664579723085
497,1223,325,0.08424349974069428
498,1225,201,0.12795893245940745
499,1225,1211,0.2868304028795064
500,1225,1206,0.30866599407607015
501,1227,201,0.07896964520205003
502,1227,207,0.06826618967467016
503,1229,806,0.23980967784940943
504,1230,1302,0.16077384876204598
505,1230,207,0.02149973684137637
506,1237,101,0.18501494383179085
507,1237,103,0.15509266551466705
508,1241,1202,0.10314977527754361
509,1242,1907,0.26831537992220333
510,1243,1302,0.24390420983695557
511,1244,331,0.048184319181906556
512,1245,1901,0.049064029286004576
513,1248,1901,0.06710779799490071
514,1251,1401,0.06551810880754172
515,1253,1901,0.0860083655049674
516,1257,1211,0.026724978667284703
517,1258,2011,0.09392919413701753
518,1258,1205,0.17336185936471077
519,1258,1302,0.17752276964244687
520,1259,1304,0.1023787425416285
521,1259,1302,0.1835134403295994
522,1261,505,0.1339672867138842
523,1262,201,0.05043411803980844
524,1265,104,0.14501904694736037
525,1266,2001,0.19307203276577334
526,1268,108,0.3560953520029581
527,1269,101,0.1685611906962286
528,1269,103,0.17976518223487908
529,1277,1304,0.07118556052997235
530,1277,201,0.053728579716597516
531,1278,108,0.08510168812844537
532,1280,201,0.048301136822453315
533,1280,2011,0.4221799979951993
534,1283,1302,0.14585910901214372
535,1286,1302,0.025496228020682972
536,1287,806,0.3010192725957858
537,1289,101,0.14336006736080467
538,1293,1302,0.1263904237763911
539,1294,406,0.054279597742562705
540,1296,603,0.193547505669379
541,1297,806,0.35010172464588296
542,1298,201,0.08639853854719086
543,1299,2001,0.25928566098592293
544,1301,1208,0.15504488200172578
545,1302,1206,0.06613564546389684
546,1302,1302,0.19403311349563715
547,1303,1806,0.19371550638071217
548,1305,201,0.07541296324430367
549,1305,502,0.14702652370797506
550,1308,1930,0.170185006549047
551,1308,803,0.07499915302205795
552,1312,207,0.0019657370604628543
553,1313,101,0.27982526687437237
554,1316,505,0.17674389476306027
555,1316,1302,0.10217130654526368
556,1318,101,0.2076866141382202
557,1319,1302,0.1657401219815723
558,1322,1302,0.1988632236941136
559,1324,201,0.12078307277673621
560,1324,101,0.11293121736807638
561,1324,1302,0.1360594415703815
562,1325,502,0.16627612679803216
563,1327,201,0.11373532899650902
564,1328,331,0.09279714349981923
565,1328,1302,0.14432386624036259
566,1329,104,0.14441583025329818
567,1330,529,0.2857390560620012
568,1334,101,0.05451977465306829
569,1336,201,0.2101986499304404
570,1338,1302,0.12757024843794185
571,1340,108,0.06511248518291202
572,1340,1302,0.09272007753813563
573,1342,201,0.06193921371611165
574,1345,325,0.3088723255354972
575,1347,1603,0.1312319550586718
576,1348,506,0.1474503947144772
577,1349,1202,0.05196075583871413
578,1352,1302,0.13938768017501174
579,1355,1302,0.20599792062351588
580,1366,1406,0.26963131970716997
581,1367,504,0.09377535309712838
582,1367,108,0.25645799482240317
583,1368,2011,0.3206957717212038
584,1369,207,0.04544777065152934
585,1370,1302,0.14738742022495566
586,1371,201,0.14706529451896388
587,1371,1406,0.2871618442664856
588,1376,1401,0.36823278309470175
589,1376,1406,0.28392665696372466
590,1378,101,0.12142360965743357
591,1378,1302,0.12793639489244008
592,1379,1302,0.1295264664401767
593,1379,103,0.02825706098532494
594,1380,1302,0.17725683385041968
595,1384,806,0.17553203299262543
596,1385,108,0.20320530577728238
597,1385,1302,0.0919209753652453
598,1386,344,0.14314190662300144
599,1386,1203,0.13879005956818935
600,1393,1406,0.31406567723105405
601,1393,1302,0.20888295968683485
602,1396,1603,0.09747335985215798
603,1397,2011,0.050724589347398374
604,1399,1806,0.3484290514282477
605,1401,1302,0.11563954257323358
606,1404,603,0.14073098961916308
607,1404,1302,0.1708780115269526
608,1405,1304,0.120914804986242
609,1405,108,0.2660632761439166
610,1406,1806,0.10847232591672251
611,1410,1302,0.16410178426455335
612,1417,1907,0.09466479538250365
613,1417,1603,0.03598461236236392
614,1422,1930,0.19314276184226575
615,1422,2011,0.13094863582214392
616,1425,101,0.29952501193186926
617,1430,1603,0.13624134993967246
618,1431,1401,0.38270009637930186
619,1431,1406,0.24217572384762978
620,1431,1302,0.1910526393634172
621,1432,1302,0.09481314106536727
622,1434,1901,0.041473638078976804
623,1435,201,0.07258902516478205
624,1442,1401,0.24024841322471535
625,1442,1302,0.09627177838987958
626,1443,1302,0.3338400097653469
627,1444,1304,0.2415262565033441
628,1444,1302,0.2590481870995193
629,1449,108,0.0
630,1449,1302,0.017489799811073296
631,1451,201,0.07688648027563762
632,1452,1302,0.13885017626162618
633,1454,2032,0.16889039637233214
634,1454,201,0.07801954674883523
635,1456,1302,0.31024865607344293
636,1458,108,0.27328625194558864
637,1458,1302,0.13366859227257494
638,1462,1211,0.08777273836108267
639,1462,1205,0.19733836075409025
640,1464,2001,0.3135263956131181
641,1466,201,0.08232969355531365
642,1467,207,0.07401652665007134
643,1468,1302,0.13843405991883123
644,1469,2011,0.0
645,1472,331,0.13223231062805846
646,1472,1302,0.21557794919875453
647,1474,1203,0.04761435475499839
648,1474,1901,0.11105065554520882
649,1474,1206,0.08326711674974409
650,1479,1302,0.11674277978312593
651,1483,103,0.19645402849449334
652,1486,603,0.15873387442723086
653,1486,1302,0.05772826762106455
654,1487,101,0.1170359985784906
655,1489,1202,0.14774383958262727
656,1493,1211,0.38881431368042685
657,1497,1609,0.2381763792487634
658,1497,1603,0.1360520960304748
659,1498,1304,0.10865998670786357
660,1501,1603,0.08202839752180471
661,1501,1909,0.2929196645021221
662,1503,1302,0.1608421342664873
663,1504,1302,0.11519776745746416
664,1508,1202,0.09742479700325289
665,1510,321,0.19195897390140892
666,1512,201,0.12153012738626824
667,1512,103,0.08801326061012257
668,1513,529,0.20177736866137214
669,1515,201,0.09816666612655309
670,1515,101,0.20359903213331207
671,1516,1907,0.12663776809166752
672,1517,331,0.1905411152710263
673,1520,1302,0.11733178090218631
674,1525,1302,0.11756957647758043
675,1527,1208,0.19817904461562458
676,1531,1302,0.2391478256473072
677,1539,1202,0.19067651560787013
678,1542,101,0.22570105809463725
679,1543,1302,0.24784002800322744
680,1544,1304,0.059340609812356615
681,1545,1202,0.08809332295145215
682,1546,1302,0.28277453832518973
683,1547,201,0.20370283763619562
684,1547,1302,0.17170936886625002
685,1551,1302,0.04701971623793358
686,1553,1302,0.25608869494698244
687,1554,1302,0.16605643129098613
688,1555,201,0.14949269214026054
689,1557,1302,0.24190003332201188
690,1558,1211,0.11143562871843303
691,1558,101,0.07704835929067438
692,1558,103,0.12148437855022191
693,1559,803,0.052971223727396266
694,1559,2011,0.05047216467491045
695,1560,1302,0.19382688317145752
696,1564,1205,0.12965617099987858
697,1566,1302,0.20530969178241995
698,1569,1302,0.2630964549868843
699,1570,1202,0.024035227011755353
700,1571,334,0.4262873263591166
701,1579,101,0.310765817895819
702,1582,1603,0.032642747004576596
703,1584,201,0.08967449901070193
704,1585,108,0.13087892963442618
705,1587,108,0.031118252958591337
706,1588,101,0.19726148287398182
707,1591,2001,0.3569573940002592
708,1592,1304,0.10620044719953607
709,1592,1302,0.17314895683002754
710,1594,1302,0.17658388527134591
711,1597,101,0.12614599905309007
712,1598,1302,0.1893706448227559
713,1599,1401,0.36443423376763384
714,1599,1406,0.3016899283841542
715,1599,1302,0.20302404837215954
716,1602,1907,0.07710956323683457
717,1602,1901,0.12343296827396423
718,1602,1302,0.13012018294928582
719,1602,1911,0.05901213719856068
720,1607,502,0.2038840563144106
721,1614,201,0.13497805349477665
722,1620,1302,0.14367245238551332
723,1621,208,0.026771372401928326
724,1622,1401,0.24077496645183383
725,1626,1302,0.1645842474499694
726,1630,101,0.036372824028710365
727,1632,1005,0.017837472442182162
728,1632,1006,0.013668307796817913
729,1633,201,0.03437236877617855
730,1633,108,0.17793058937913306
731,1633,1302,0.09255709622980397
732,1637,709,0.08656881364818424
733,1641,1202,0.23972288606709066
734,1644,1907,0.0803271291849866
735,1648,108,0.12092458845999166
736,1649,1202,0.0638669988236304
737,1652,201,0.12130271808377094
738,1652,207,0.014897755238063737
739,1653,1202,0.07621537247898615
740,1655,1401,0.13743327124355337
741,1658,1401,0.3592968512203901
742,1658,1406,0.28608091981790756
743,1660,2001,0.2787928814563895
744,1660,1930,0.2543464387965629
745,1662,1302,0.05691446390992519
746,1665,1302,0.14566386170855536
747,1669,401,0.3989703148524461
748,1670,1302,0.20109166759978925
749,1675,108,0.3340485535839468
750,1678,1302,0.26210906812324797
751,1679,101,0.1494191645366238
752,1679,1302,0.21866501864359697
753,1682,104,0.06461018860130631
754,1682,108,0.0691348204745064
755,1682,101,0.12887361463992777
756,1685,201,0.1671439186656792
757,1687,1302,0.12016799197991812
758,1688,201,0.10188649020071038
759,1688,101,0.08990397215102837
760,1688,1302,0.12209078536739888
761,1689,331,0.10800392578251747
762,1691,1302,0.14331897212240605
763,1692,101,0.11252933420081039
764,1693,1401,0.27505226836041263
765,1694,101,0.08631981996173956
766,1697,1302,0.1709020175848094
767,1698,1304,0.10175227789247084
768,1706,332,0.11748432736188616
769,1708,325,0.3738080258012813
770,1711,1302,0.22185033917985206
771,1712,2001,0.37079321135325066
772,1713,1304,0.12554355983336807
773,1713,1406,0.13234258145047706
774,1714,201,0.1094346213928007
775,1715,201,0.07198998402600815
776,1715,1202,0.06140857430785936
777,1716,201,0.06134991050500148
778,1719,201,0.02356314151325859
779,1720,1205,0.1654041354608276
780,1721,201,0.12299918736495166
781,1721,101,0.14211932659198573
782,1724,1302,0.1739355019086978
783,1727,1302,0.09467291859749571
784,1728,2032,0.2959281881488496
785,1728,1202,0.11587877521128148
786,1728,1208,0.29866906688467126
787,1729,1302,0.1690082821589663
788,1732,1930,0.17006528997986137
789,1733,1909,0.13284149323832115
790,1738,1406,0.13183086210150738
791,1740,1907,0.23942695448943288
792,1741,1202,0.04755905510570546
793,1744,201,0.07389484235024059
794,1746,201,0.10283851541537103
795,1746,1406,0.12800191942995326
796,1746,1302,0.2358350065563575
797,1749,325,0.12783588212903577
798,1750,1401,0.3922053377446571
799,1751,1302,0.10347118669570286
800,1752,1302,0.2672298587274378
801,1753,207,0.03947738599650724
802,1754,1302,0.0782274244920117
803,1757,1603,0.07323352116873975
804,1759,1909,0.1667777607154039
805,1760,1202,0.07101164469097457
806,1760,1205,0.12396046029153464
807,1761,1406,0.24434114704567875
808,1763,703,0.07448947304347718
809,1764,108,0.3365679929104641
810,1764,1302,0.17666826960805804
811,1765,2001,0.20163998933839286
812,1768,1302,0.2530405653995327
813,1769,502,0.12638869779750564
814,1769,1302,0.14241360512612236
815,1771,1401,0.2911595479781453
816,1776,1901,0.0
817,1780,201,0.07620104794611747
818,1785,1302,0.17133150980561687
819,1786,108,0.18226308663400528
820,1791,1001,0.09175105449272894
821,1794,1302,0.1967488971101879
822,1795,1603,0.007219458409770574
823,1797,1302,0.2068759296153321
824,1800,806,0.2846475702360944
825,1802,201,0.07007755673214304
826,1804,1304,0.05457392175823836
827,1804,201,0.044639770188923414
828,1809,331,0.11094472435648162
829,1809,332,0.21541392309684726
830,1811,201,0.0860095923114688
831,1811,1302,0.15212175490134444
832,1811,103,0.08038802820517063
833,1813,1901,0.05262862482669256
834,1814,1202,0.34960300399910893
835,1814,1206,0.08313516854689249
836,1814,1302,0.1380820645917299
837,1818,1603,0.33971367208063336
838,1820,1302,0.20304936067638313
839,1821,1302,0.17383133042622778
840,1822,1302,0.12700349922216625
841,1824,207,0.09685777313108114
842,1826,201,0.07903761958001466
843,1827,1401,0.13402756082496314
844,1827,1406,0.15368367788248935
845,1834,504,0.05482112795794099
846,1843,505,0.1657082431582837
847,1843,502,0.09130501447807461
848,1849,1401,0.09104588785698647
849,1851,603,0.2993489276548297
850,1851,1302,0.16499142268004513
851,1853,1302,0.13129638183254483
852,1856,201,0.04995654977209543
853,1856,1930,0.2849312911766071
854,1859,1202,0.10393679600705497
855,1859,1205,0.26698674508743414
856,1859,1302,0.11494794712955765
857,1861,1907,0.09136819416633475
858,1861,101,0.10127319446857165
859,1861,1302,0.12377890821078705
860,1862,201,0.05837802231099927
861,1863,2011,0.18242025790648436
862,1864,1930,0.02603118647661458
863,1864,207,0.0
864,1866,2011,0.021051204406131323
865,1867,1302,0.31762296330178297
866,1868,201,0.09213452362685179
867,1869,2001,0.3631194436539224
